Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	inositol phosphate metabolic process (GO:0043647)	2/48	3.383533e-01	6.159369e-01	0	0	1.698446e+00	1.840546e+00	INPP4B;PLCH2
GO_Biological_Process_2021	substrate adhesion-dependent cell spreading (GO:0034446)	2/48	3.383533e-01	6.159369e-01	0	0	1.698446e+00	1.840546e+00	NRP1;RHOA
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	2/48	3.383533e-01	6.159369e-01	0	0	1.698446e+00	1.840546e+00	SMCHD1;SIRT1
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	28/1025	3.409633e-01	6.162583e-01	0	0	1.100938e+00	1.184588e+00	PRAG1;PLOD2;PARK7;PPM1D;FSTL1;MTMR6;PPP3CC;CDH2;RBBP5;PSMB1;ST8SIA4;FEM1C;PDK1;MAPK3;ANXA1;NEK7;ST8SIA3;MINK1;FBXL18;KRT10;PHKA2;SIRT1;HIPK2;KBTBD6;CALU;FAM20B;RAB5A;PTPN3
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	4/118	3.413607e-01	6.162583e-01	0	0	1.371392e+00	1.473994e+00	TIAM1;PARK7;RAN;HIPK2
GO_Biological_Process_2021	positive regulation of protein-containing complex assembly (GO:0031334)	4/118	3.413607e-01	6.162583e-01	0	0	1.371392e+00	1.473994e+00	RPA1;NRG1;PARK7;GTF2H3
GO_Biological_Process_2021	glycoprotein biosynthetic process (GO:0009101)	3/83	3.438861e-01	6.162583e-01	0	0	1.465292e+00	1.564118e+00	ST8SIA3;FAM20B;ST8SIA4
GO_Biological_Process_2021	peptide metabolic process (GO:0006518)	3/83	3.438861e-01	6.162583e-01	0	0	1.465292e+00	1.564118e+00	BACE2;GSR;TRHDE
GO_Biological_Process_2021	adherens junction organization (GO:0034332)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	CDH2;CDH20
GO_Biological_Process_2021	aminoglycan biosynthetic process (GO:0006023)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	GPC5;GPC6
GO_Biological_Process_2021	cellular response to mechanical stimulus (GO:0071260)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	CASP8AP2;MAPK3
GO_Biological_Process_2021	RNA catabolic process (GO:0006401)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	RNASEH2B;DNA2
GO_Biological_Process_2021	inner mitochondrial membrane organization (GO:0007007)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	ATP5MG;ATP5F1E
GO_Biological_Process_2021	oligosaccharide metabolic process (GO:0009311)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	ST8SIA3;ST8SIA4
GO_Biological_Process_2021	positive regulation of actin filament polymerization (GO:0030838)	2/49	3.474930e-01	6.162583e-01	0	0	1.662223e+00	1.756988e+00	GSN;CDC42EP3
GO_Biological_Process_2021	pyrimidine-containing compound catabolic process (GO:0072529)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	DPYSL3
GO_Biological_Process_2021	amyloid-beta metabolic process (GO:0050435)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	BACE2
GO_Biological_Process_2021	regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	WASF2
GO_Biological_Process_2021	regulation of cellular response to growth factor stimulus (GO:0090287)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	FSTL1
GO_Biological_Process_2021	regulation of cholesterol biosynthetic process (GO:0045540)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	RAN
GO_Biological_Process_2021	cellular response to gamma radiation (GO:0071480)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	RPL26
GO_Biological_Process_2021	regulation of Golgi organization (GO:1903358)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	MAPK3
GO_Biological_Process_2021	regulation of leukocyte migration (GO:0002685)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	ANXA1
GO_Biological_Process_2021	regulation of metal ion transport (GO:0010959)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SRI
GO_Biological_Process_2021	regulation of neuroblast proliferation (GO:1902692)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	TAFA1
GO_Biological_Process_2021	DNA biosynthetic process (GO:0071897)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SIRT1
GO_Biological_Process_2021	regulation of osteoblast proliferation (GO:0033688)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	RHOA
GO_Biological_Process_2021	establishment of protein localization to endoplasmic reticulum (GO:0072599)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	EDEM1
GO_Biological_Process_2021	regulation of steroid biosynthetic process (GO:0050810)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SIRT1
GO_Biological_Process_2021	RNA interference (GO:0016246)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	NRDE2
GO_Biological_Process_2021	snRNA metabolic process (GO:0016073)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	INTS9
GO_Biological_Process_2021	membrane depolarization during cardiac muscle cell action potential (GO:0086012)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	CACNA1G
GO_Biological_Process_2021	negative regulation of ATP metabolic process (GO:1903579)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	FIS1
GO_Biological_Process_2021	negative regulation of ATPase activity (GO:0032780)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SIRT1
GO_Biological_Process_2021	negative regulation of cell aging (GO:0090344)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SIRT1
GO_Biological_Process_2021	negative regulation of insulin secretion (GO:0046676)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	CHGA
GO_Biological_Process_2021	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SIRT1
GO_Biological_Process_2021	negative regulation of viral entry into host cell (GO:0046597)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	GSN
GO_Biological_Process_2021	positive regulation of blood coagulation (GO:0030194)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	ANO6
GO_Biological_Process_2021	positive regulation of cardiac muscle tissue growth (GO:0055023)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	ZFPM2
GO_Biological_Process_2021	positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	PSRC1
GO_Biological_Process_2021	positive regulation of dendrite extension (GO:1903861)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	SMURF1
GO_Biological_Process_2021	positive regulation of DNA replication (GO:0045740)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	DNA2
GO_Biological_Process_2021	positive regulation of regulated secretory pathway (GO:1903307)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	CACNA1G
GO_Biological_Process_2021	positive regulation of smooth muscle cell migration (GO:0014911)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	NRP1
GO_Biological_Process_2021	positive regulation of transcription of Notch receptor target (GO:0007221)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	KAT2B
GO_Biological_Process_2021	protein heterooligomerization (GO:0051291)	1/17	3.498657e-01	6.162583e-01	0	0	2.440381e+00	2.562902e+00	KRT10
GO_Biological_Process_2021	anaphase-promoting complex-dependent catabolic process (GO:0031145)	3/84	3.507408e-01	6.168912e-01	0	0	1.447127e+00	1.516166e+00	PSMB1;RPS27A;ANAPC1
GO_Biological_Process_2021	spindle assembly (GO:0051225)	3/84	3.507408e-01	6.168912e-01	0	0	1.447127e+00	1.516166e+00	HDAC3;NEK7;RHOA
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	8/267	3.520077e-01	6.186644e-01	0	0	1.207961e+00	1.261234e+00	TLE4;TIAM1;SEC24A;RBBP5;GEMIN5;ANO6;PPARGC1A;PPID
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	4/120	3.527374e-01	6.194918e-01	0	0	1.347608e+00	1.404250e+00	ARHGAP10;FGD6;RHOBTB1;RHOA
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	11/381	3.563961e-01	6.206873e-01	0	0	1.163046e+00	1.199929e+00	SH3RF2;ARHGAP10;ANXA1;HDAC3;RPL10;PPT1;PARK7;RPS27A;SIRT1;FSTL1;FOXO1
GO_Biological_Process_2021	neuron migration (GO:0001764)	2/50	3.565902e-01	6.206873e-01	0	0	1.627510e+00	1.678237e+00	NRP1;CCK
GO_Biological_Process_2021	organic hydroxy compound biosynthetic process (GO:1901617)	2/50	3.565902e-01	6.206873e-01	0	0	1.627510e+00	1.678237e+00	PARK7;CYP7B1
GO_Biological_Process_2021	negative regulation of macromolecule metabolic process (GO:0010605)	6/194	3.572410e-01	6.206873e-01	0	0	1.247653e+00	1.284265e+00	SDCBP;ID2;DIP2A;PARK7;SIRT1;LGMN
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	58/2206	3.611234e-01	6.206873e-01	0	0	1.060037e+00	1.079685e+00	ZNF451;PARK7;RORB;IRF2BPL;NR3C2;RPS14;EDNRB;ZNF566;ZNF684;ZHX2;RPL23;USP2;RFX2;SIRT1;POU3F2;FOXP2;SENP1;TOX4;KAT2B;TET3;ZNF439;CRY1;RARB;ZFPM2;CGGBP1;JDP2;PPID;HDAC3;RPL10;CTBP2;GLIS3;PPM1D;HDAC9;FOXO1;PGBD1;SDCBP;BRIP1;CUX2;CUX1;ZNF507;HSF2;RPS27A;PPARGC1A;ZBTB7C;MAPK3;SMAD3;GTF2H3;MEIS2;HIPK2;PER1;MEIS1;PER3;NFIB;SP4;ID2;HBP1;RBMX;NFE2L1
GO_Biological_Process_2021	potassium ion transport (GO:0006813)	4/122	3.641152e-01	6.206873e-01	0	0	1.324631e+00	1.338255e+00	KCNH4;SLC24A4;KCNN2;KCNH1
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	3/86	3.644241e-01	6.206873e-01	0	0	1.412111e+00	1.425437e+00	NRP1;SIRT1;LGMN
GO_Biological_Process_2021	blood circulation (GO:0008015)	2/51	3.656413e-01	6.206873e-01	0	0	1.594214e+00	1.603942e+00	SGCD;SGCG
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	2/51	3.656413e-01	6.206873e-01	0	0	1.594214e+00	1.603942e+00	SIRT1;HIPK2
GO_Biological_Process_2021	mitotic nuclear membrane organization (GO:0101024)	2/51	3.656413e-01	6.206873e-01	0	0	1.594214e+00	1.603942e+00	NUP107;RAN
GO_Biological_Process_2021	mitotic nuclear membrane reassembly (GO:0007084)	2/51	3.656413e-01	6.206873e-01	0	0	1.594214e+00	1.603942e+00	NUP107;RAN
GO_Biological_Process_2021	negative regulation of transport (GO:0051051)	2/51	3.656413e-01	6.206873e-01	0	0	1.594214e+00	1.603942e+00	NRG1;EPHA3
GO_Biological_Process_2021	positive regulation of fat cell differentiation (GO:0045600)	2/51	3.656413e-01	6.206873e-01	0	0	1.594214e+00	1.603942e+00	ID2;CREBL2
GO_Biological_Process_2021	protein O-linked mannosylation (GO:0035269)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	TMTC2
GO_Biological_Process_2021	regulation of adaptive immune response (GO:0002819)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SIRT1
GO_Biological_Process_2021	regulation of B cell differentiation (GO:0045577)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	ID2
GO_Biological_Process_2021	regulation of brown fat cell differentiation (GO:0090335)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SIRT1
GO_Biological_Process_2021	cell migration involved in sprouting angiogenesis (GO:0002042)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	NRP1
GO_Biological_Process_2021	regulation of dendrite extension (GO:1903859)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SMURF1
GO_Biological_Process_2021	regulation of early endosome to late endosome transport (GO:2000641)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	MAPK3
GO_Biological_Process_2021	cellular response to glucocorticoid stimulus (GO:0071385)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	ANXA1
GO_Biological_Process_2021	regulation of membrane depolarization (GO:0003254)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	PTPN3
GO_Biological_Process_2021	regulation of mRNA polyadenylation (GO:1900363)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	CPEB1
GO_Biological_Process_2021	DNA strand elongation (GO:0022616)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	MCMDC2
GO_Biological_Process_2021	DNA strand elongation involved in DNA replication (GO:0006271)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	MCMDC2
GO_Biological_Process_2021	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SIRT1
GO_Biological_Process_2021	regulation of protein sumoylation (GO:0033233)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	PARK7
GO_Biological_Process_2021	epithelial structure maintenance (GO:0010669)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	STRAP
GO_Biological_Process_2021	regulation of spindle organization (GO:0090224)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	PSRC1
GO_Biological_Process_2021	regulation of transforming growth factor beta production (GO:0071634)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SMAD3
GO_Biological_Process_2021	release of cytochrome c from mitochondria (GO:0001836)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	FIS1
GO_Biological_Process_2021	glycoprotein catabolic process (GO:0006516)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	EDEM1
GO_Biological_Process_2021	response to axon injury (GO:0048678)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	DPYSL3
GO_Biological_Process_2021	intermediate filament organization (GO:0045109)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	DNAJB6
GO_Biological_Process_2021	maintenance of gastrointestinal epithelium (GO:0030277)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	STRAP
GO_Biological_Process_2021	triglyceride biosynthetic process (GO:0019432)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	GK
GO_Biological_Process_2021	mitochondrial fission (GO:0000266)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	FIS1
GO_Biological_Process_2021	mitochondrial fusion (GO:0008053)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	FIS1
GO_Biological_Process_2021	negative regulation of fibroblast proliferation (GO:0048147)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	FTH1
GO_Biological_Process_2021	negative regulation of interleukin-8 production (GO:0032717)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	ANXA1
GO_Biological_Process_2021	negative regulation of peptide hormone secretion (GO:0090278)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	CHGA
GO_Biological_Process_2021	negative regulation of signal transduction by p53 class mediator (GO:1901797)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SIRT1
GO_Biological_Process_2021	positive chemotaxis (GO:0050918)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	NRP1
GO_Biological_Process_2021	positive regulation of excitatory postsynaptic potential (GO:2000463)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	CUX2
GO_Biological_Process_2021	positive regulation of extracellular matrix organization (GO:1903055)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	SMAD3
GO_Biological_Process_2021	positive regulation of fatty acid metabolic process (GO:0045923)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	PPARGC1A
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	ID2
GO_Biological_Process_2021	positive regulation of mRNA splicing, via spliceosome (GO:0048026)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	RBMX
GO_Biological_Process_2021	positive regulation of myoblast differentiation (GO:0045663)	1/18	3.661329e-01	6.206873e-01	0	0	2.296711e+00	2.307641e+00	BTG1
GO_Biological_Process_2021	sodium ion transmembrane transport (GO:0035725)	3/87	3.712489e-01	6.289146e-01	0	0	1.395229e+00	1.382508e+00	SLC24A4;SLC6A16;ANO6
GO_Biological_Process_2021	cartilage development (GO:0051216)	2/52	3.746430e-01	6.301581e-01	0	0	1.562249e+00	1.533788e+00	WNT2B;NFIB
GO_Biological_Process_2021	negative regulation of protein metabolic process (GO:0051248)	2/52	3.746430e-01	6.301581e-01	0	0	1.562249e+00	1.533788e+00	EDNRB;SF3B3
GO_Biological_Process_2021	actin filament capping (GO:0051693)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	GSN
GO_Biological_Process_2021	activin receptor signaling pathway (GO:0032924)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	SMAD3
GO_Biological_Process_2021	purine ribonucleoside bisphosphate metabolic process (GO:0034035)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	TPST2
GO_Biological_Process_2021	Rac protein signal transduction (GO:0016601)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	TIAM1
GO_Biological_Process_2021	aspartate family amino acid catabolic process (GO:0009068)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	ALDH7A1
GO_Biological_Process_2021	regulation of autophagy of mitochondrion (GO:1903146)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	PARK7
GO_Biological_Process_2021	barbed-end actin filament capping (GO:0051016)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	GSN
GO_Biological_Process_2021	regulation of centriole replication (GO:0046599)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	KAT2B
GO_Biological_Process_2021	regulation of exosomal secretion (GO:1903541)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	SDCBP
GO_Biological_Process_2021	cytoplasmic translational initiation (GO:0002183)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	DHX29
GO_Biological_Process_2021	detection of mechanical stimulus (GO:0050982)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	CDH2
GO_Biological_Process_2021	DNA alkylation (GO:0006305)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	PPM1D
GO_Biological_Process_2021	DNA double-strand break processing (GO:0000729)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	DNA2
GO_Biological_Process_2021	DNA methylation or demethylation (GO:0044728)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	PPM1D
GO_Biological_Process_2021	endoplasmic reticulum mannose trimming (GO:1904380)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	RPS27A
GO_Biological_Process_2021	excitatory postsynaptic potential (GO:0060079)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	MPP2
GO_Biological_Process_2021	regulation of synaptic vesicle exocytosis (GO:2000300)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	RAB5A
GO_Biological_Process_2021	folic acid metabolic process (GO:0046655)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	MTHFD2L
GO_Biological_Process_2021	heart trabecula morphogenesis (GO:0061384)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	NRG1
GO_Biological_Process_2021	response to fatty acid (GO:0070542)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	FOXO1
GO_Biological_Process_2021	striated muscle cell differentiation (GO:0051146)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	NRG1
GO_Biological_Process_2021	mitochondrion localization (GO:0051646)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	TRAK2
GO_Biological_Process_2021	vesicle transport along actin filament (GO:0030050)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	MYO1E
GO_Biological_Process_2021	negative regulation of cytokine production involved in inflammatory response (GO:1900016)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	ABCD2
GO_Biological_Process_2021	negative regulation of striated muscle cell differentiation (GO:0051154)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	HDAC3
GO_Biological_Process_2021	NLS-bearing protein import into nucleus (GO:0006607)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	RGPD8
GO_Biological_Process_2021	piRNA metabolic process (GO:0034587)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	TDRD9
GO_Biological_Process_2021	positive regulation of actin cytoskeleton reorganization (GO:2000251)	1/19	3.819938e-01	6.301581e-01	0	0	2.169005e+00	2.087344e+00	NRP1
